classification	field	definition_file_line	consumer_file_line	runtime_effect_or_winner	recommended_disposition	marker
live	SM.Core.Contracts.SummonProfile.DespawnOnOwnerDeath	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:92	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:315	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:315	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.Eligibility	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:82	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:311	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:311	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.EntityKind	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:80	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:309	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:309	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.Inheritance	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:96	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:319	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:319	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.InheritOwnerTarget	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:94	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:317	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:317	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.IsPersistent	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:95	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:318	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:318	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.MaxConcurrentPerOwner	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:91	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:314	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:314	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.MaxConcurrentPerSource	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:90	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:313	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:313	keep and preserve consumer evidence	-
live	SM.Core.Contracts.SummonProfile.OwnerDeathDespawnDelaySeconds	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:93	Assets/_Game/Scripts/Runtime/Combat/Model/BattleState.cs:283	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Model/BattleState.cs:283	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.ClusterRadius	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:209	Assets/_Game/Scripts/Runtime/Combat/Services/BattleReadModelBuilder.cs:68	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/BattleReadModelBuilder.cs:68	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.Domain	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:199	Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:142	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:142	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.FallbackPolicy	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:201	Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:144	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:144	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.Filters	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:202	Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:145	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:145	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.LockTargetAtCastStart	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:210	Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:504	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:504	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.MaxAcquireRange	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:207	Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:146	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:146	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.MinimumCommitSeconds	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:206	Assets/_Game/Scripts/Runtime/Combat/Model/UnitSnapshot.cs:1045	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Model/UnitSnapshot.cs:1045	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.PreferredMinTargets	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:208	Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:502	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:502	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.PrimarySelector	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:200	Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:143	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/BattleDiagnosticTraces.cs:143	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.ReevaluateIntervalSeconds	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:205	Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:499	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:499	keep and preserve consumer evidence	-
live	SM.Core.Contracts.TargetRule.RetargetLockMode	Assets/_Game/Scripts/Runtime/Core/Contracts/TargetingContracts.cs:211	Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:505	named runtime consumer at Assets/_Game/Scripts/Runtime/Combat/Services/TargetScoringService.cs:505	keep and preserve consumer evidence	-
live	SM.Meta.Model.ClassLabelMapping.CanonicalId	Assets/_Game/Scripts/Runtime/Meta/Model/FirstPlayableSliceModels.cs:95	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:92	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:92	keep and preserve consumer evidence	-
live	SM.Meta.Model.SynergyGrammarEntry.FamilyId	Assets/_Game/Scripts/Runtime/Meta/Model/FirstPlayableSliceModels.cs:80	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:83	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:83	keep and preserve consumer evidence	-
live	SM.Meta.Model.SynergyGrammarEntry.FamilyType	Assets/_Game/Scripts/Runtime/Meta/Model/FirstPlayableSliceModels.cs:81	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:84	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:84	keep and preserve consumer evidence	-
live	SM.Meta.Model.SynergyGrammarEntry.MajorThreshold	Assets/_Game/Scripts/Runtime/Meta/Model/FirstPlayableSliceModels.cs:83	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:86	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:86	keep and preserve consumer evidence	-
live	SM.Meta.Model.SynergyGrammarEntry.MinorThreshold	Assets/_Game/Scripts/Runtime/Meta/Model/FirstPlayableSliceModels.cs:82	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:85	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:85	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.AffixCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:17	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:55	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:55	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.AffixIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:32	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:74	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:74	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.ClassLabelMappings	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:39	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:89	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:89	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.CoverageQuotas	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:26	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:62	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:62	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.FlexActiveCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:15	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:53	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:53	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.FlexActiveIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:30	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:72	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:72	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.FlexPassiveCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:16	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:54	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:54	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.FlexPassiveIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:31	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:73	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:73	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.ParkingLotContentIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:37	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:79	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:79	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.PassiveBoardCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:21	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:59	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:59	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.PassiveBoardIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:36	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:78	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:78	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.PermanentAugmentCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:20	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:42	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:42	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.PermanentAugmentIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:35	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:44	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:44	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.RequireAllCounterToolsCovered	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:24	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:61	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:61	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.RequireAllThreatPatternsCovered	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:23	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:60	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:60	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.SignatureActiveCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:12	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:51	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:51	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.SignatureActiveIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:28	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:70	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:70	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.SignaturePassiveCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:13	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:52	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:52	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.SignaturePassiveIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:29	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:71	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:71	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.SynergyFamilyCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:18	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:56	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:56	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.SynergyFamilyIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:33	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:75	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:75	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.SynergyGrammar	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:38	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:80	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:80	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.TemporaryAugmentCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:19	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:42	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:42	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.TemporaryAugmentIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:34	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:44	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:44	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.UnitBlueprintCap	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:11	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:50	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:50	keep and preserve consumer evidence	-
live	SM.Unity.FirstPlayableSliceDefinitionAsset.UnitBlueprintIds	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:27	Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:69	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/FirstPlayableSliceDefinitionAsset.cs:69	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxAllySlot.Anchor	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:13	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:940	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:940	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxAllySlot.HeroId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:12	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:908	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:908	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxAllySlot.RoleInstructionIdOverride	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:14	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1121	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1121	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.EquippedItems	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:51	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:727	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:727	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.FlexActiveSkillId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:56	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:719	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:719	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.FlexPassiveSkillId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:57	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:720	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:720	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.NegativeTraitId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:59	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:722	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:722	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.OverrideId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:48	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1300	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1300	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.PassiveBoardId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:52	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:748	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:748	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.PassiveNodeIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:53	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:751	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:751	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.PermanentAugmentIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:55	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:754	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:754	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.PositiveTraitId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:58	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:721	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:721	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.RetrainCount	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:61	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:712	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:712	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.RoleInstructionIdOverride	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:60	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1027	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1027	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.Tags	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:50	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1302	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1302	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxBuildOverrideData.TemporaryAugmentIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:54	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:780	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:780	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.AllyPosture	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:21	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1108	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1108	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.AllySlots	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:28	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:879	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:879	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.BatchCount	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:27	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:106	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:106	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.DefaultLaneKind	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:14	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:423	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:423	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.EnemyPosture	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:23	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1384	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1384	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.EnemySlots	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:29	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1369	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1369	keep and preserve consumer evidence	-
